0MEFAC03084812011053100120110430001201105319780022777                                                 
1201105310511103650022777PT503016160   DIRECTOR MEIOS E PROJECTOS              301                    
2A     Ligaá∆o Central                                                                                
3A 1   Bancos                                                                                         
4A 1 1 201105311                        CPU em real time      000100000000000000000000010000000100000D
6A 1   0000000100000D                                                                                 
7A     0000000000100000D                                                                              
2E     Utilizaá∆o de Cart‰es                                                                          
3E 1   Direitos de Utilizaá∆o                                                                         
4I 2 3 20110531013626800017/2011/123    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/124    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/125    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/126    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/127    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/128    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/129    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/130    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/131    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/132    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/133    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/134    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/135    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/136    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/137    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/138    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/139    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/140    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/141    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800017/2011/142    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/121    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/122    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/123    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/124    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/125    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/126    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/127    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/128    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/129    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/130    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/131    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/132    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/133    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/134    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/135    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/136    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/137    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/138    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/139    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/140    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/141    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/142    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800077/2011/143    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800117/2011/026    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800117/2011/027    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800117/2011/028    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800117/2011/029    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800117/2011/030    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800117/2011/031    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800117/2011/032    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800147/2011/002    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/121    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/122    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/123    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/124    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/125    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/126    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/127    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/128    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/129    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/130    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/131    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/132    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/133    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/134    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/135    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/136    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/137    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/138    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/139    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/140    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/141    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/142    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/143    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/144    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/145    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/146    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/147    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/148    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/149    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800157/2011/150    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/001    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/002    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/003    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/004    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/005    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/006    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/007    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/008    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/009    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/010    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/011    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/012    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/013    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/014    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/015    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/016    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/017    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/018    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/019    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/020    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/021    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/022    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/023    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/024    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/025    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800187/2011/026    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800197/2011/001    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800197/2011/002    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800197/2011/003    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800197/2011/004    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800197/2011/005    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800197/2011/006    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800197/2011/007    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800197/2011/008    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800197/2011/009    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800197/2011/010    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800197/2011/011    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800197/2011/012    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800197/2011/013    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110531013626800197/2011/014    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110630013626800157/2011/151    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110630013626800187/2011/027    Format extr envio mail000000009000000000000000010000000000009D
4I 2 3 20110630013626800197/2011/015    Format extr envio mail000000009000000000000000010000000000009D
6I 2   0000000009668D                                                                                 
7I     0000000000009668D                                                                              
2J     Transmiss∆o Ficheiros                                                                          
3J 6   Transmiss∆o < 100Kb                                                                            
4J 6 1 20110531                         De 1 a 100            000000067000000000000001000000000006700D
5J 6 1 20110502PISFFIN BNP-LA                                                                         
5J 6 1 20110502RBTAUTO BNP-LA                                                                         
5J 6 1 20110502SEANBCP BCP                                                                            
5J 6 1 20110502SEDRBCP BCP                                                                            
5J 6 1 20110502VICTLBNPBNP-LA                                                                         
5J 6 1 20110503PISFFIN BNP-LA                                                                         
5J 6 1 20110503RBTAUTO BNP-LA                                                                         
5J 6 1 20110503SEANBCP BCP                                                                            
5J 6 1 20110503SEDRBCP BCP                                                                            
5J 6 1 20110503SEDRCGD CGD                                                                            
5J 6 1 20110503VICTLBNPBNP-LA                                                                         
5J 6 1 20110504RBTAUTO BNP-LA                                                                         
5J 6 1 20110504SEANBCP BCP                                                                            
5J 6 1 20110504VICTLBNPBNP-LA                                                                         
5J 6 1 20110505PISFFIN BNP-LA                                                                         
5J 6 1 20110505RBTAUTO BNP-LA                                                                         
5J 6 1 20110505SEANBCP BCP                                                                            
5J 6 1 20110505SEDRBCP BCP                                                                            
5J 6 1 20110505SEDRCGD CGD                                                                            
5J 6 1 20110505VICTLBNPBNP-LA                                                                         
5J 6 1 20110506PISFFIN BNP-LA                                                                         
5J 6 1 20110506RBTAUTO BNP-LA                                                                         
5J 6 1 20110506SEANBCP BCP                                                                            
5J 6 1 20110506SEDRBCP BCP                                                                            
5J 6 1 20110506SEDRCGD CGD                                                                            
5J 6 1 20110506VICTLBNPBNP-LA                                                                         
5J 6 1 20110509PISFFIN BNP-LA                                                                         
5J 6 1 20110509RBTAUTO BNP-LA                                                                         
5J 6 1 20110509SEANBCP BCP                                                                            
5J 6 1 20110509SEDRBCP BCP                                                                            
5J 6 1 20110509VICTLBNPBNP-LA                                                                         
5J 6 1 20110510RBTAUTO BNP-LA                                                                         
5J 6 1 20110510SEANBCP BCP                                                                            
5J 6 1 20110510VICTLBNPBNP-LA                                                                         
5J 6 1 20110511PISFFIN BNP-LA                                                                         
5J 6 1 20110511RBTAUTO BNP-LA                                                                         
5J 6 1 20110511SEANBCP BCP                                                                            
5J 6 1 20110511SEDRBCP BCP                                                                            
5J 6 1 20110511VICTLBNPBNP-LA                                                                         
5J 6 1 20110512PISFFIN BNP-LA                                                                         
5J 6 1 20110512RBTAUTO BNP-LA                                                                         
5J 6 1 20110512SEANBCP BCP                                                                            
5J 6 1 20110512SEDRBCP BCP                                                                            
5J 6 1 20110512SEDRCGD CGD                                                                            
5J 6 1 20110512VICTLBNPBNP-LA                                                                         
5J 6 1 20110513PISFFIN BNP-LA                                                                         
5J 6 1 20110513RBTAUTO BNP-LA                                                                         
5J 6 1 20110513SEANBCP BCP                                                                            
5J 6 1 20110513SEDRBCP BCP                                                                            
5J 6 1 20110513SEDRBCP BCP                                                                            
5J 6 1 20110513SEDRCGD CGD                                                                            
5J 6 1 20110513SEDRCGD CGD                                                                            
5J 6 1 20110513VICTLBNPBNP-LA                                                                         
5J 6 1 20110516PISFFIN BNP-LA                                                                         
5J 6 1 20110516RBTAUTO BNP-LA                                                                         
5J 6 1 20110516SEANBCP BCP                                                                            
5J 6 1 20110516SEDRBCP BCP                                                                            
5J 6 1 20110516SEDRCGD CGD                                                                            
5J 6 1 20110516VICTLBNPBNP-LA                                                                         
5J 6 1 20110517RBTAUTO BNP-LA                                                                         
5J 6 1 20110517SEANBCP BCP                                                                            
5J 6 1 20110517SEDRBCP BCP                                                                            
5J 6 1 20110517SEDRCGD CGD                                                                            
5J 6 1 20110517VICTLBNPBNP-LA                                                                         
5J 6 1 20110518PISFFIN BNP-LA                                                                         
5J 6 1 20110518RBTAUTO BNP-LA                                                                         
5J 6 1 20110518SEANBCP BCP                                                                            
5J 6 1 20110518VICTLBNPBNP-LA                                                                         
5J 6 1 20110519PISFFIN BNP-LA                                                                         
5J 6 1 20110519RBTAUTO BNP-LA                                                                         
5J 6 1 20110519SEANBCP BCP                                                                            
5J 6 1 20110519SEDRBCP BCP                                                                            
5J 6 1 20110519SEDRCGD CGD                                                                            
5J 6 1 20110519VICTLBNPBNP-LA                                                                         
5J 6 1 20110520RBTAUTO BNP-LA                                                                         
5J 6 1 20110520SEANBCP BCP                                                                            
5J 6 1 20110520SEDRBCP BCP                                                                            
5J 6 1 20110520SEDRCGD CGD                                                                            
5J 6 1 20110520VICTLBNPBNP-LA                                                                         
5J 6 1 20110523PISFFIN BNP-LA                                                                         
5J 6 1 20110523RBTAUTO BNP-LA                                                                         
5J 6 1 20110523SEANBCP BCP                                                                            
5J 6 1 20110523SEDRBCP BCP                                                                            
5J 6 1 20110523VICTLBNPBNP-LA                                                                         
5J 6 1 20110524PISFFIN BNP-LA                                                                         
5J 6 1 20110524RBTAUTO BNP-LA                                                                         
5J 6 1 20110524SEANBCP BCP                                                                            
5J 6 1 20110524SEDRBCP BCP                                                                            
5J 6 1 20110524SEDRCGD CGD                                                                            
5J 6 1 20110524VICTLBNPBNP-LA                                                                         
5J 6 1 20110525RBTAUTO BNP-LA                                                                         
5J 6 1 20110525SEANBCP BCP                                                                            
5J 6 1 20110525VICTLBNPBNP-LA                                                                         
5J 6 1 20110526PISFFIN BNP-LA                                                                         
5J 6 1 20110526RBTAUTO BNP-LA                                                                         
5J 6 1 20110526SEANBCP BCP                                                                            
5J 6 1 20110526VICTLBNPBNP-LA                                                                         
5J 6 1 20110527PISFFIN BNP-LA                                                                         
5J 6 1 20110527RBTAUTO BNP-LA                                                                         
5J 6 1 20110527SEANBCP BCP                                                                            
4J 6 2 20110531                         De 101 a 1000         000000055000000000000000140000000000770D
5J 6 2 20110527SEDRBCP BCP                                                                            
5J 6 2 20110527SEDRCGD CGD                                                                            
5J 6 2 20110527VICTLBNPBNP-LA                                                                         
5J 6 2 20110530RBTAUTO BNP-LA                                                                         
5J 6 2 20110530SEANBCP BCP                                                                            
5J 6 2 20110530SEDRBCP BCP                                                                            
5J 6 2 20110530SEDRCGD CGD                                                                            
5J 6 2 20110530VICTLBNPBNP-LA                                                                         
5J 6 2 20110531PISFFIN BNP-LA                                                                         
5J 6 2 20110531RBTAUTO BNP-LA                                                                         
5J 6 2 20110531SEANBCP BCP                                                                            
5J 6 2 20110531SEDRBCP BCP                                                                            
5J 6 2 20110531SEDRCGD CGD                                                                            
5J 6 2 20110531VICTLBNPBNP-LA                                                                         
6J 6   0000000007470D                                                                                 
3J 7   Transmiss∆o > 100Kb                                                                            
4J 7 1 20110531                         De 1 a 100000 Kb      000000000600000000000484190000000029051D
5J 7 1 20110523SEDRCGD CGD     00000152                                                               
5J 7 1 20110510SEDRBCP BCP     00000180                                                               
5J 7 1 20110502SEDRCGD CGD     00000218                                                               
5J 7 1 20110511SEDRCGD CGD     00000275                                                               
5J 7 1 20110524SEDRBCP BCP     00000294                                                               
5J 7 1 20110504SEDRBCP BCP     00000341                                                               
5J 7 1 20110526SEDRBCP BCP     00000364                                                               
5J 7 1 20110509SEDRCGD CGD     00000483                                                               
5J 7 1 20110510SEDRCGD CGD     00000821                                                               
5J 7 1 20110524SEDRCGD CGD     00001158                                                               
5J 7 1 20110504SEDRCGD CGD     00001481                                                               
5J 7 1 20110526SEDRCGD CGD     00001542                                                               
5J 7 1 20110524SEDRBCP BCP     00002188                                                               
5J 7 1 20110525SEDRBCP BCP     00002255                                                               
5J 7 1 20110523SEDRBCP BCP     00003619                                                               
5J 7 1 20110524SEDRCGD CGD     00008043                                                               
5J 7 1 20110525SEDRCGD CGD     00009744                                                               
5J 7 1 20110523SEDRCGD CGD     00015261                                                               
6J 7   0000000029051D                                                                                 
7J     0000000000036521D                                                                              
2X     Serv Monit Fraude                                                                              
3X 2   Monit Cart‰es                                                                                  
4X 2 1 20110531                         De 1 a 50000          000000000281000000000500000000000014050D
4X 2 2 20110531                         No exced 50001 a 15000000000000220000000001000000000000022000D
4X 2 3 20110531                         No exced 150001 a 3750000000000185000000002250000000000041625D
4X 2 4 20110531                         No exced 375001 a 7500000000000159000000003750000000000059625D
4X 2 5 20110531                         No exced 750001 a 1500000000000123000000000679370000000008356D
6X 2   0000000145656D                                                                                 
3X 3   Monit Trans-Emissor                                                                            
4X 3 1 20110501MDST520110501001         De 1 a 500000         000000000094000000000072700000000000683D
4X 3 1 20110502MDST520110502001         De 1 a 500000         000000000094000000000039440000000000371D
4X 3 1 20110503MDST520110503001         De 1 a 500000         000000000094000000000045100000000000424D
4X 3 1 20110504MDST520110504001         De 1 a 500000         000000000094000000000044490000000000418D
4X 3 1 20110505MDST520110505001         De 1 a 500000         000000000094000000000043460000000000409D
4X 3 1 20110506MDST520110506001         De 1 a 500000         000000000094000000000042580000000000400D
4X 3 1 20110507MDST520110507001         De 1 a 500000         000000000094000000000055370000000000520D
4X 3 1 20110508MDST520110508001         De 1 a 500000         000000000094000000000046830000000000440D
4X 3 1 20110509MDST520110509001         De 1 a 500000         000000000094000000000037550000000000353D
4X 3 1 20110510MDST520110510001         De 1 a 500000         000000000094000000000036150000000000340D
4X 3 1 20110511MDST520110511001         De 1 a 500000         000000000094000000000035080000000000330D
4X 3 1 20110512MDST520110512001         De 1 a 500000         000000000094000000000033600000000000316D
4X 3 1 20110513MDST520110513001         De 1 a 500000         000000000094000000000036670000000000345D
4X 3 1 20110514MDST520110514001         De 1 a 500000         000000000094000000000048730000000000458D
4X 3 1 20110515MDST520110515001         De 1 a 500000         000000000094000000000042840000000000403D
4X 3 1 20110516MDST520110516001         De 1 a 500000         000000000094000000000034890000000000328D
4X 3 1 20110517MDST520110517001         De 1 a 500000         000000000094000000000036070000000000339D
4X 3 1 20110518MDST520110518001         De 1 a 500000         000000000094000000000039270000000000369D
4X 3 1 20110519MDST520110519001         De 1 a 500000         000000000094000000000037000000000000348D
4X 3 1 20110520MDST520110520001         De 1 a 500000         000000000094000000000039780000000000374D
4X 3 1 20110521MDST520110521001         De 1 a 500000         000000000094000000000054650000000000514D
4X 3 1 20110522MDST520110522001         De 1 a 500000         000000000094000000000045320000000000426D
4X 3 1 20110523MDST520110523001         De 1 a 500000         000000000094000000000036230000000000341D
4X 3 1 20110524MDST520110524001         De 1 a 500000         000000000094000000000035680000000000335D
4X 3 1 20110525MDST520110525001         De 1 a 500000         000000000094000000000034800000000000327D
4X 3 1 20110526MDST520110526001         De 1 a 500000         000000000094000000000035630000000000335D
4X 3 1 20110527MDST520110527001         De 1 a 500000         000000000094000000000035970000000000338D
4X 3 1 20110528MDST520110528001         De 1 a 500000         000000000094000000000047390000000000445D
4X 3 1 20110529MDST520110529001         De 1 a 500000         000000000094000000000043140000000000406D
4X 3 1 20110530MDST520110530001         De 1 a 500000         000000000094000000000031880000000000300D
4X 3 1 20110531MDST520110531001         De 1 a 500000         000000000094000000000033200000000000312D
6X 3   0000000012047D                                                                                 
3X 5   Monit Trans-Acq/BAE                                                                            
4X 5 1 20110501MMOV520110501001         De 1 a 500000         000000000048000000000063720000000000306D
4X 5 1 20110502MMOV520110502001         De 1 a 500000         000000000048000000000023860000000000115D
4X 5 1 20110503MMOV520110503001         De 1 a 500000         000000000048000000000021030000000000101D
4X 5 1 20110504MMOV520110504001         De 1 a 500000         000000000048000000000023340000000000112D
4X 5 1 20110505MMOV520110505001         De 1 a 500000         000000000048000000000024400000000000117D
4X 5 1 20110506MMOV520110506001         De 1 a 500000         000000000048000000000025460000000000122D
4X 5 1 20110507MMOV520110507001         De 1 a 500000         000000000048000000000040440000000000194D
4X 5 1 20110508MMOV520110508001         De 1 a 500000         000000000048000000000036160000000000174D
4X 5 1 20110509MMOV520110509001         De 1 a 500000         000000000048000000000022820000000000110D
4X 5 1 20110510MMOV520110510001         De 1 a 500000         000000000048000000000022160000000000106D
4X 5 1 20110511MMOV520110511001         De 1 a 500000         000000000048000000000021980000000000106D
4X 5 1 20110512MMOV520110512001         De 1 a 500000         000000000048000000000020610000000000099D
4X 5 1 20110513MMOV520110513001         De 1 a 500000         000000000048000000000023120000000000111D
4X 5 1 20110514MMOV520110514001         De 1 a 500000         000000000048000000000035120000000000169D
4X 5 1 20110515MMOV520110515001         De 1 a 500000         000000000048000000000031960000000000153D
4X 5 1 20110516MMOV520110516001         De 1 a 500000         000000000048000000000020790000000000100D
4X 5 1 20110517MMOV520110517001         De 1 a 500000         000000000048000000000022920000000000110D
4X 5 1 20110518MMOV520110518001         De 1 a 500000         000000000048000000000024150000000000116D
4X 5 1 20110519MMOV520110519001         De 1 a 500000         000000000048000000000022000000000000106D
4X 5 1 20110520MMOV520110520001         De 1 a 500000         000000000048000000000025620000000000123D
4X 5 1 20110521MMOV520110521001         De 1 a 500000         000000000048000000000040050000000000192D
4X 5 1 20110522MMOV520110522001         De 1 a 500000         000000000048000000000034630000000000166D
4X 5 1 20110523MMOV520110523001         De 1 a 500000         000000000048000000000023160000000000111D
4X 5 1 20110524MMOV520110524001         De 1 a 500000         000000000048000000000022900000000000110D
4X 5 1 20110525MMOV520110525001         De 1 a 500000         000000000048000000000022550000000000108D
4X 5 1 20110526MMOV520110526001         De 1 a 500000         000000000048000000000023590000000000113D
4X 5 1 20110527MMOV520110527001         De 1 a 500000         000000000048000000000023300000000000112D
4X 5 1 20110528MMOV520110528001         De 1 a 500000         000000000048000000000035760000000000172D
4X 5 1 20110529MMOV520110529001         De 1 a 500000         000000000048000000000033980000000000163D
4X 5 1 20110530MMOV520110530001         De 1 a 500000         000000000048000000000020920000000000100D
4X 5 1 20110531MMOV520110531001         De 1 a 500000         000000000048000000000022400000000000108D
6X 5   0000000004105D                                                                                 
7X     0000000000161808D                                                                              
80000000001549446D0000000000356373D0000000001905819D                                                  
90000076800000000019058190000000000000000000000000000   0000000000000000000000000   000000   000000   
