VDR       	 N. UNICRE        	  CADEIA    	 NOME                                    	                                                  
2286292	0	9113432	 CONTINENTE ON LINE VISEU                	                                                  
2286300	0	9113432	 CONTINENTE ON LINE VILA REAL            	                                                  
2286318	0	9113432	 CONTINENTE ON LINE COVILHA              	                                                  
2286326	0	9113432	 CONTINENTE ON LINE MONTIJO              	                                                  
2286334	0	9113432	 CONTINENTE ON LINE OEIRAS               	                                                  
2286342	0	9113432	 CONTINENTE ON LINE TELHEIRAS            	                                                  
2286359	0	9113432	 CONTINENTE ON LINE PORTIMRPARK          	                                                  
2286367	0	9113432	 CONTINENTE ON LINE MATOSINHOS           	                                                  
2286375	0	9113432	 CONTINENTE ON LINE AMADORA              	                                                  
2286383	0	9113432	 CONTINENTE ON LINE CASCAIS              	                                                  
2286391	0	9113432	 CONTINENTE ON LINE GAIA                 	                                                  
2286409	0	9113432	 CONTINENTE ON LINE COIMBRA              	                                                  
2286417	0	9113432	 CONTINENTE ON LINE SEIXAL               	                                                  
2286425	0	9113432	 CONTINENTE ON LINE LOJ GUIMARA          	                                                  
2286433	0	9113432	 CONTINENTE ON LINE COLOMBO              	                                                  
2286441	0	9113432	 CONTINENTE ON LINE LOURES               	                                                  
2286458	0	9113432	 CONTINENTE ON LINE GUIA                 	                                                  
2286466	0	9113432	 CONTINENTE ON LINE LOJA ANTAS           	                                                  
2286474	0	9113432	 CONTINENTE ON LINE OVAR                 	                                                  
2286482	0	9113432	 CONTINENTE ON LINE VINHOS               	                                                  
2286490	0	9113432	 CONTINENTE ON LINE VISEU                	                                                  
2286508	0	9113432	 CONTINENTE ON LINE VILA REAL            	                                                  
2286516	0	9113432	 CONTINENTE ON LINE COVILHA              	                                                  
2286524	888201	9113440	 CONTINENTE MODELO ALBUFEIRA             	                                                  
2286532	888205	9113440	 CONTINENTE MODELO CALDAS                	                                                  
2286540	888206	9113440	 CONTINENTE MODELO MONTIJO               	                                                  
2286557	222207	9113440	 CONTINENTE MODELO BEJA                  	                                                  
2286565	888208	9113440	 CONTINENTE MODELO LOULE                 	                                                  
2286573	0	9113440	 CONTINENTE MODELO S J MADEIRA           	                                                  
2286581	888211	9113440	 CONTINENTE MODELO FELGUEIRAS            	                                                  
2286599	888213	9113440	 CONTINENTE MODELO T NOVAS               	                                                  
2286607	888214	9113440	 CONTINENTE MODELO TOMAR                 	                                                  
2286615	222215	9113440	 CONTINENTE MODELO SANTAREM              	                                                  
2286623	888216	9113440	 CONTINENTE MODELO MARCO                 	                                                  
2286631	888217	9113440	 CONTINENTE MODELO EVORA                 	                                                  
2286649	888218	9113440	 CONTINENTE MODELO PORTALEGRE            	                                                  
2286656	888219	9113440	 CONTINENTE MODELO STO TIRSO             	                                                  
2286664	888220	9113440	 CONTINENTE MODELO ABRANTES              	                                                  
2286672	888221	9113440	 CONTINENTE MODELO ALCOBACA              	                                                  
2286680	888222	9113440	 CONTINENTE MODELO AMARANTE              	                                                  
2286698	888223	9113440	 CONTINENTE MODELO T VEDRAS              	                                                  
2286706	888224	9113440	 CONTINENTE MODELO CHAVES                	                                                  
2286714	888226	9113440	 CONTINENTE MODELO GAIA                  	                                                  
2286722	888228	9113440	 CONTINENTE MODELO MAIA                  	                                                  
2286730	888229	9113440	 CONTINENTE MODELO ELVAS                 	                                                  
2286748	888230	9113440	 CONTINENTE MODELO GUARDA                	                                                  
2286755	888231	9113440	 CONTINENTE MODELO V CAMBRA              	                                                  
2286763	888232	9113440	 CONTINENTE MODELO T MERCES              	                                                  
2286771	888233	9113440	 CONTINENTE MODELO SILVES                	                                                  
2286789	888234	9113440	 CONTINENTE MODELO MAFRA                 	                                                  
2286797	888235	9113440	 CONTINENTE MODELO RIO TINTO             	                                                  
2286805	888236	9113440	 CONTINENTE MODELO AGUEDA                	                                                  
2286813	888237	9113440	 CONTINENTE MODELO PRT ALTO              	                                                  
2286821	888238	9113440	 CONTINENTE MODELO CARTAXO               	                                                  
2286839	888239	9113440	 CONTINENTE MODELO BRAGANCA              	                                                  
2286847	888240	9113440	 CONTINENTE MODELO V F  XIRA             	                                                  
2286854	888241	9113440	 CONTINENTE MODELO C  BRANCO             	                                                  
2286862	888242	9113440	 CONTINENTE MDL P FERREIRA               	                                                  
2286870	888244	9113440	 CONTINENTE MODELO V CONDE               	                                                  
2286888	888245	9113440	 CONTINENTE MODELO BRAGA                 	                                                  
2286896	888246	9113440	 CONTINENTE MODELO SINTRA                	                                                  
2286904	888247	9113440	 CONTINENTE MODELO PAREDES               	                                                  
2286912	888248	9113440	 CONTINENTE MDL REBORDOSA                	                                                  
2286920	888249	9113440	 CONTINENTE MODELO FANZERES              	                                                  
2286938	888250	9113440	 CONTINENTE MODELO S  COSME              	                                                  
2286946	888251	9113440	 CONTINENTE MODELO FARO II               	                                                  
2286953	888252	9113440	 CONTINENTE MODELO OLHAO                 	                                                  
2286961	888253	9113440	 CONTINENTE MODELO BARREIRO              	                                                  
2286979	222254	9113440	 CONTINENTE MODELO COIMBRA               	                                                  
2286987	888255	9113440	 CONTINENTE MODELO PINHAL NOVO           	                                                  
2286995	888256	9113440	 CONTINENTE MODELO QTA CONDE             	                                                  
2287001	888257	9113440	 CONTINENTE MDL MADEIRA SHOP             	                                                  
2287019	888258	9113440	 CONTINENTE MODELO LAGOS                 	                                                  
2287027	888259	9113440	 CONTINENTE MODELO MOITA                 	                                                  
2287035	888260	9113440	 CONTINENTE MDL PONTE DE SOR             	                                                  
2287043	888261	9113440	 CONTINENTE MODELO O AZEMEIS             	                                                  
2287050	888262	9113440	 CONTINENTE MODELO P VARZIM              	                                                  
2287068	888263	9113440	 CONTINENTE MODELO MONCAO                	                                                  
2287076	888265	9113440	 CONTINENTE MODELO ERMESINDE             	                                                  
2287084	888266	9113440	 CONTINENTE MODELO S MAGOS               	                                                  
2287092	888267	9113440	 CONTINENTE MODELO ANADIA                	                                                  
2287100	888268	9113440	 CONTINENTE MODELO VAGOS                 	                                                  
2287118	888269	9113440	 CONTINENTE MODELO M GRANDE              	                                                  
2287126	888270	9113440	 CONTINENTE MODELO ALMEIRIM              	                                                  
2287134	888271	9113440	 CONTINENTE MODELO ARROJA                	                                                  
2287142	888272	9113440	 CONTINENTE MDL GULPILHARES              	                                                  
2287159	888273	9113440	 CONTINENTE MODELO LOUSADA               	                                                  
2287167	222274	9113440	 CONTINENTE MODELO LAGOA ALG             	                                                  
2287175	888275	9113440	 CONTINENTE MDL CANTANHEDE               	                                                  
2287183	222276	9113440	 CONTINENTE MODELO VALONGO               	                                                  
2287191	888277	9113440	 CONTINENTE MODELO TROFA                 	                                                  
2287209	888278	9113440	 CONTINENTE MDL ALHOS VEDROS             	                                                  
2287217	888279	9113440	 CONTINENTE MODELO FUNDAO                	                                                  
2287225	888280	9113440	 CONTINENTE MODELO FAFE                  	                                                  
2287233	888281	9113440	 CONTINENTE MODELO ESPOSENDE             	                                                  
2287241	888282	9113440	 CONTINENTE MODELO S J VER               	                                                  
2287258	888283	9113440	 CONTINENTE MODELO GRANDOLA              	                                                  
2287266	888284	9113440	 CONTINENTE MDL REGUENGOS                	                                                  
2287274	888288	9113440	 CONTINENTE MDL S F MARINHA              	                                                  
2287282	888289	9113440	 CONTINENTE  MODELO ALVERCA              	                                                  
2287290	888290	9113440	 CONTINENTE MODELO MACHICO               	                                                  
2287308	888291	9113440	 CONTINENTE MDL ESTREMOZ                 	                                                  
2287316	888293	9113440	 CONTINENTE MODELO LOUSA                 	                                                  
2287324	888294	9113440	 CONTINENTE MODELO SETUBAL               	                                                  
2287332	888295	9113440	 CONTINENTE MDL MANGUALDE                	                                                  
2287340	888296	9113440	 CONTINENTE MODELO PALMELA               	                                                  
2287357	888297	9113440	 CONTINENTE MODELO OUREM                 	                                                  
2287365	888298	9113440	 CONTINENTE MODELO NAZARE                	                                                  
2287373	888299	9113440	 CONTINENTE MDL PONTE LIMA               	                                                  
2287381	888334	9113440	 CONTINENTE MDL FAMALICAO                	                                                  
2287399	888375	9113440	 CONTINENTE MDL BOMBARRAL                	                                                  
2287407	888379	9113440	 CONTINENTE MDL MEM MARTINS              	                                                  
2287415	888389	9113440	 CONTINENTE MODELO S J TALHA             	                                                  
2287423	0	9113440	 CONTINENTE MODELO MACHICO               	                                                  
2287431	818471	9113440	 CONTINENTE MODELO VISEU                 	                                                  
2287449	888801	9113440	 CONTINENTE MDL P DELGADA                	                                                  
2287456	888803	9113440	 CONTINENTE MODELO  HORTA                	                                                  
2287464	888804	9113440	 CONTINENTE MDL A HEROISMO               	                                                  
2287472	888805	9113440	 CONTINENTE MDL P VICTORIA               	                                                  
2287480	888806	9113440	 CONTINENTE MODELO R GRANDE              	                                                  
2287498	888807	9113440	 CONTINENTE MODELO LAGOA                 	                                                  
2287506	888841	9113440	 CONTINENTE MDL CENTROMAR                	                                                  
2287514	888842	9113440	 CONTINENTE MODELO CANCELA               	                                                  
2287522	888843	9113440	 CONTINENTE MODELO RIB  BRAVA            	                                                  
2287530	888845	9113440	 CONTINENTE MODELO VIVEIROS              	                                                  
2287548	888847	9113440	 CONTINENTE MODELO CANICO                	                                                  
2287555	888867	9113440	 CONTINENTE MDL CAMARA LOBOS             	                                                  
2287563	881000	9113440	 CONTINENTE MODELO MOZELOS               	                                                  
2287571	881004	9113440	 CONTINENTE MODELO LECA BALIO            	                                                  
2287589	881008	9113440	 CONTINENTE MODELO AVINTES               	                                                  
2287597	881053	9113440	 CONTINENTE MDL MAIA VIVACI              	                                                  
2287605	881054	9113440	 CONTINENTE MDL SESIMBRA                 	                                                  
2287613	881055	9113440	 CONTINENTE MODELO REGUA                 	                                                  
2287621	881056	9113440	 CONTINENTE MODELO LIXA                  	                                                  
2287639	881169	9113440	 CONTINENTE MODELO OVAR                  	                                                  
2287647	222302	9113457	 CONTINENTE BDIA V CATARINA              	                                                  
2287654	888303	9113457	 CONTINENTE BDIA CAMPO GRD               	                                                  
2287662	888304	9113457	 CONTINENTE BDIA V FORMOSO               	                                                  
2287670	888305	9113457	 CONTINENTE BDIA QTA LAMBERT             	                                                  
2287688	888307	9113457	 CONTINENTE BDIA NORTE SHOPP             	                                                  
2287696	888309	9113457	 CONTINENTE BOM DIA OEIRAS               	                                                  
2287704	222310	9113457	 CONTINENTE BDIA MONTEZELO               	                                                  
2287712	888312	9113457	 CONTINENTE BDIA ST QUITERIA             	                                                  
2287720	888313	9113457	 CONTINENTE BDIA SACAVEM                 	                                                  
2287738	888314	9113457	 CONTINENTE BOM DIA LECA                 	                                                  
2287746	888315	9113457	 CONTINENTE BOM DIA MAIA                 	                                                  
2287753	888317	9113457	 CONTINENTE BDIA BARREIRO                	                                                  
2287761	888318	9113457	 CONTINENTE BOM DIA PRELADA              	                                                  
2287779	888319	9113457	 CONTINENTE BDIA S JOAO FOZ              	                                                  
2287787	888320	9113457	 CONTINENTE BOM DIA QUELUZ               	                                                  
2287795	888321	9113457	 CONTINENTE BDIA ALM BARROSO             	                                                  
2287803	888322	9113457	 CONTINENTE BOM DIA AMADORA              	                                                  
2287811	888323	9113457	 CONTINENTE BOM DIA MASSAMA NRT          	                                                  
2287829	888324	9113457	 CONTINENTE BOM DIA AV REPUBLIC          	                                                  
2287837	888325	9113457	 CONTINENTE B DIA BOUCINHAS              	                                                  
2287845	888326	9113457	 CONTINENTE BOM DIA AREOSA               	                                                  
2287852	888327	9113457	 CONTINENTE BOM DIA BENFICA              	                                                  
2287860	888328	9113457	 CONTINENTE BOM DIA PRAGAL               	                                                  
2287878	888329	9113457	 CONTINENTE BOM DIA VIANA                	                                                  
2287886	888330	9113457	 CONTINENTE BOM DIA PAREDE               	                                                  
2287894	888335	9113457	 CONTINENTE B DIA LARANJEIRO             	                                                  
2287902	888340	9113457	 CONTINENTE BDIA MASSARELOS              	                                                  
2287910	212302	9113457	 CONTINENTE BDIA V CATARINA              	                                                  
2287928	818303	9113457	 CONTINENTE BDIA CAMPO GRANDE            	                                                  
2287936	818304	9113457	 CONTINENTE BDIA VALE FORMOSO            	                                                  
2287944	818305	9113457	 CONTINENTE BDIA QTA LAMBERT             	                                                  
2287951	818307	9113457	 CONTINENTE B DIA NORTESHOPP             	                                                  
2287969	818309	9113457	 CONTINENTE BOM DIA OEIRAS               	                                                  
2287977	212310	9113457	 CONTINENTE BDIA MONTEZELO               	                                                  
2287985	818312	9113457	 CONTINENTE BDIA ST QUITERIA             	                                                  
2287993	818313	9113457	 CONTINENTE BOM DIA SACAVEM              	                                                  
2288009	818314	9113457	 CONTINENTE BOM DIA LECA                 	                                                  
2288017	818315	9113457	 CONTINENTE BOM DIA MAIA                 	                                                  
2288025	818317	9113457	 CONTINENTE BOM DIA BARREIRO             	                                                  
2288033	818319	9113457	 CONTINENTE BDIA S JOAO FOZ              	                                                  
2288041	818320	9113457	 CONTINENTE BOM DIA QUELUZ               	                                                  
2288058	818321	9113457	 CONTINENTE BDIA ALM BARROSO             	                                                  
2288066	818324	9113457	 CONTINENTE B DIA AV REPUBLICA           	                                                  
2288074	818327	9113457	 CONTINENTE BOM DIA BENFICA              	                                                  
2288082	818328	9113457	 CONTINENTE BOM DIA PRAGAL               	                                                  
2288090	818330	9113457	 CONTINENTE BOM DIA PAREDE               	                                                  
2288108	888331	9113457	 CONTINENTE BOM DIA ALGES                	                                                  
2288116	888025	9113606	 FRM VALONGO                             	                                                  
2288124	888027	9113606	 FRM MACHICO                             	                                                  
2288132	888048	9113606	 FRM PALMELA                             	                                                  
2288140	888086	9113606	 FRM S J TALHA                           	                                                  
2288157	888088	9113606	 FRM AVEIRO                              	                                                  
2288165	888089	9113606	 FRM MAFRA                               	                                                  
2288173	888090	9113606	 FRM MARCO CANAVESES                     	                                                  
2288181	888200	9113606	 FRM SANTAREM                            	                                                  
2288199	888338	9113606	 FRM VIVACI CALDAS RAINHA                	                                                  
2288207	888339	9113606	 FRM VIVACI GUARDA                       	                                                  
2288215	888343	9113606	 FRM AMARANTE                            	                                                  
2288223	888380	9113606	 FRM MEM MARTINS                         	                                                  
2288231	888408	9113606	 FRM RIO TINTO                           	                                                  
2288249	888448	9113606	 FRM VISEU                               	                                                  
2288256	888450	9113606	 FRM GUIA                                	                                                  
2288264	888482	9113606	 FRM VILA DO CONDE                       	                                                  
2288272	888484	9113606	 FRM FORUM COIMBRA                       	                                                  
2288280	888485	9113606	 FRM TELHEIRAS                           	                                                  
2288298	888490	9113606	 FRM CASTELO BRANCO                      	                                                  
2288306	888491	9113606	 FRM ABRANTES                            	                                                  
2288314	888492	9113606	 FRM SANTO TIRSO                         	                                                  
2288322	888493	9113606	 FRM OEIRAS                              	                                                  
2288330	888673	9113606	 FRM VIVEIROS                            	                                                  
2288348	222686	9113606	 FRM LAGOA                               	                                                  
2288355	888687	9113606	 FRM LOULE                               	                                                  
2288363	888697	9113606	 FRM ALCOBACA                            	                                                  
2288371	222732	9113606	 FRM VALONGO                             	                                                  
2288389	888733	9113606	 FRM CANTANHEDE                          	                                                  
2288397	888734	9113606	 FRM ALHOS VEDROS                        	                                                  
2288405	888736	9113606	 FRM GAIA RECHOUSA                       	                                                  
2288413	888737	9113606	 FRM FELGUEIRAS                          	                                                  
2288421	888738	9113606	 FRM VILA FRANCA DE XIRA                 	                                                  
2288439	888739	9113606	 FRM ARROJA                              	                                                  
2288447	222741	9113606	 FRM COIMBRA EIRAS                       	                                                  
2288454	888743	9113606	 FRM TROFA                               	                                                  
2288462	888744	9113606	 FRM S J MADEIRA                         	                                                  
2288470	888745	9113606	 FRM ALBUFEIRA                           	                                                  
2288488	888746	9113606	 FRM MARINHA GRANDE                      	                                                  
2288496	888747	9113606	 FRM ALMEIRIM                            	                                                  
2288504	888752	9113606	 FRM FAFE                                	                                                  
2288512	888753	9113606	 FRM PONTE DE SOR                        	                                                  
2288520	888754	9113606	 FRM S  COSME                            	                                                  
2288538	888755	9113606	 FRM LEIRIA                              	                                                  
2288546	888756	9113606	 FRM FUNDAO                              	                                                  
2288553	888757	9113606	 FRM REGUENGOS                           	                                                  
2288561	888758	9113606	 FRM GRANDOLA                            	                                                  
2288579	888759	9113606	 FRM GUIMARAES                           	                                                  
2288587	888760	9113606	 FRM ANTAS                               	                                                  
2288595	888763	9113606	 FRM OVAR                                	                                                  
2288603	888765	9113606	 FRM MATOSINHOS                          	                                                  
2288611	888767	9113606	 FRM COIMBRA                             	                                                  
2288629	888771	9113606	 FRM BEJA                                	                                                  
2288637	888772	9113606	 FRM ESPOSENDE                           	                                                  
2288645	888773	9113606	 FRM NAZARE                              	                                                  
2288652	888774	9113606	 FRM MOITA                               	                                                  
2288660	888775	9113606	 FRM PINHAL NOVO                         	                                                  
2288678	888776	9113606	 FRM MADEIRA SHOPPING                    	                                                  
2288686	888781	9113606	 FRM PORTIMAO                            	                                                  
2288694	888792	9113606	 FRM SILVES                              	                                                  
2288702	888793	9113606	 FRM P LIMA                              	                                                  
2288710	888794	9113606	 FRM S FELIX MARINHA                     	                                                  
2288728	888795	9113606	 FRM ALVERCA                             	                                                  
2288736	888796	9113606	 FRM ESTREMOZ                            	                                                  
2288744	888797	9113606	 FRM MONCAO                              	                                                  
2288751	888816	9113606	 FRM PONTA DELGADA - INSCO               	                                                  
2288769	888830	9113606	 FRM AGUEDA                              	                                                  
2288777	888836	9113606	 FRM BRAGA                               	                                                  
2288785	888855	9113606	 FRM TORRES VEDRAS                       	                                                  
2288793	888856	9113606	 FRM PAREDES                             	                                                  
2288801	888882	9113606	 FRM VIANA DO CASTELO                    	                                                  
2288819	888883	9113606	 FRM TORRES NOVAS                        	                                                  
2288827	888884	9113606	 FRM TOMAR                               	                                                  
2288835	888885	9113606	 FRM BARREIRO                            	                                                  
2288843	888886	9113606	 FRM EVORA                               	                                                  
2288850	888892	9113606	 FRM CHAVES                              	                                                  
2288868	888893	9113606	 FRM SETUBAL                             	                                                  
2288876	888896	9113606	 FRM OUREM                               	                                                  
2288884	888914	9113606	 FRM GUARDA                              	                                                  
2288892	888942	9113606	 FRM COLOMBO                             	                                                  
2288900	888951	9113606	 FRM MONTIJO                             	                                                  
2288918	888952	9113606	 FRM QUINTA DO CONDE                     	                                                  
2288926	888958	9113606	 FRM MAIA                                	                                                  
2288934	0	9113606	 FRM                                     	                                                  
2288942	881012	9113606	 FRM MOZELOS                             	                                                  
2288959	881031	9113606	 FRM LOURES                              	                                                  
2288967	881119	9113606	 FRM FANZERES                            	                                                  
2288975	881140	9113606	 FRM TAPADA MERCES                       	                                                  
2288983	881141	9113606	 FRM ARRABIDA                            	                                                  
2288991	881142	9113606	 FRM AVINTES                             	                                                  
2289007	881143	9113606	 FRM FORUM MONTIJO                       	                                                  
2289015	881145	9113606	 FRM POVOA VARZIM                        	                                                  
2289023	881146	9113606	 FRM PACOS FERREIRA                      	                                                  
2289031	881149	9113606	 FRM DOLCE VITA TEJO                     	                                                  
2289049	881151	9113606	 FRM MAFRA 2                             	                                                  
2289056	881152	9113606	 FRM MAIA VIVACI                         	                                                  
2289064	881153	9113606	 FRM TAVIRA                              	                                                  
2289072	881156	9113606	 FRM SESIMBRA                            	                                                  
2289080	881158	9113606	 FRM REGUA                               	                                                  
2289098	881172	9113606	 FRM TORRES NOVAS 2                      	                                                  
2289106	881204	9113606	 FRM OVAR 2                              	                                                  
2289114	881208	9113606	 FRM MAIA JARDIM                         	                                                  
2289122	881249	9113606	 FRM BRAGANCA                            	                                                  
2289130	888082	9113606	 FRM MANGUALDE                           	                                                  
2289148	881254	9113606	 FRM FERRARA PLAZA                       	                                                  
2289155	888100	9113630	 CAFETARIA MAFRA                         	                                                  
2289163	888174	9113630	 CAFETARIA ALCOBACA                      	                                                  
2289171	888180	9113630	 CAFETARIA EVORA                         	                                                  
2289189	888300	9113630	 CAFETARIA LOULE                         	                                                  
2289197	888337	9113630	 CAFETARIA FAMALICAO                     	                                                  
2289205	888431	9113630	 CAFETARIA MOITA                         	                                                  
2289213	888342	9113630	 CAFETARIA BOMBARRAL                     	                                                  
2289221	888346	9113630	 BOM BOCADO MEM MARTINS                  	                                                  
2289239	888349	9113630	 CAFETARIA S J TALHA                     	                                                  
2289247	888362	9113630	 BOM BOCADO RIO TINTO                    	                                                  
2289254	888364	9113630	 CAFETARIA VAGOS                         	                                                  
2289262	888410	9113630	 CAFETARIA CALDAS RAINHA                 	                                                  
2289270	888417	9113630	 CAFETARIA GULPILHARES                   	                                                  
2289288	888422	9113630	 CAFETARIA CAMARA DE LOBOS               	                                                  
2289296	888423	9113630	 CAFETARIA ERMESINDE                     	                                                  
2289304	888425	9113630	 CAFETARIA PONTE DE SOR                  	                                                  
2289312	888426	9113630	 CAFETARIA MARINHA GRANDE                	                                                  
2289320	888427	9113630	 CAFETARIA FAFE                          	                                                  
2289338	888428	9113630	 CAFETARIA ARROJA                        	                                                  
2289346	222429	9113630	 CAFETARIA LAGOA                         	                                                  
2289353	888430	9113630	 CAFETARIA CANTANHEDE                    	                                                  
2289361	888432	9113630	 CAFETARIA NAZARE                        	                                                  
2289379	888433	9113630	 CAFETARIA PONTE DE LIMA                 	                                                  
2289387	888434	9113630	 CAFETARIA S FELIX MARINHA               	                                                  
2289395	888435	9113630	 CAFETARIA ALVERCA                       	                                                  
2289403	888436	9113630	 CAFETARIA MACHICO                       	                                                  
2289411	888437	9113630	 CAFETARIA ESTREMOZ                      	                                                  
2289429	888438	9113630	 CAFETARIA MONCAO                        	                                                  
2289437	222440	9113630	 CAFETARIA VALONGO                       	                                                  
2289445	888441	9113630	 CAFETARIA TROFA                         	                                                  
2289452	888442	9113630	 CAFETARIA ALHOS VEDROS                  	                                                  
2289460	888443	9113630	 CAFETARIA FUNDAO                        	                                                  
2289478	888444	9113630	 CAFETARIA GRANDOLA                      	                                                  
2289486	888445	9113630	 CAFETARIA REGUENGOS                     	                                                  
2289494	888451	9113630	 CAFETARIA LOUSA                         	                                                  
2289502	888452	9113630	 CAFETARIA SETUBAL                       	                                                  
2289510	888453	9113630	 CAFETARIA MANGUALDE                     	                                                  
2289528	888454	9113630	 CAFETARIA PALMELA                       	                                                  
2289536	888455	9113630	 CAFETARIA OUREM                         	                                                  
2289544	888457	9113630	 CAFETARIA RECHOUSA                      	                                                  
2289551	888469	9113630	 CAFETARIA LOUSADA                       	                                                  
2289569	888470	9113630	 CAFETARIA ALMEIRIM                      	                                                  
2289577	888481	9113630	 CAFETARIA ESPOSENDE                     	                                                  
2289585	888694	9113630	 BOM BOCADO TORRES VEDRAS                	                                                  
2289593	888844	9113630	 CAFETARIA VALONGO                       	                                                  
2289601	881003	9113630	 CAFETARIA MOZELOS                       	                                                  
2289619	881007	9113630	 BOM BOCADO LECA BALIO                   	                                                  
2289627	881011	9113630	 CAFETARIA AVINTES                       	                                                  
2289635	881014	9113630	 BOM BOCADO SANTO TIRSO                  	                                                  
2289643	881022	9113630	 CAFETARIA PINHAL NOVO                   	                                                  
2289650	881023	9113630	 CAFETARIA GUARDA                        	                                                  
2289668	881046	9113630	 CAFETARIA OVAR                          	                                                  
2289676	881061	9113630	 BOM BOCADO ABRANTES                     	                                                  
2289684	881064	9113630	 BOM BOCADO DOLCE VITA TEJO              	                                                  
2289692	881065	9113630	 BOM BOCADO MAIA VIVACI                  	                                                  
2289700	881066	9113630	 BOM BOCADO TAVIRA                       	                                                  
2289718	881069	9113630	 BOM BOCADO SESIMBRA                     	                                                  
2289726	881070	9113630	 BOM BOCADO REGUA                        	                                                  
2289734	881072	9113630	 BOM BOCADO LIXA                         	                                                  
2289742	881099	9113630	 CAFETARIA MARCO CANAVESES               	                                                  
2289759	881120	9113630	 BOM BOCADO ANADIA                       	                                                  
2289767	881129	9113630	 BOM BOCADO SILVES                       	                                                  
2289775	881161	9113630	 BOM BOCADO MAFRA                        	                                                  
2289783	881183	9113630	 BOM BOCADO OLIVEIRA AZEMEIS             	                                                  
2289791	881185	9113630	 CAFETARIA FELGUEIRAS                    	                                                  
2289809	881186	9113630	 CAFETARIA PAREDES                       	                                                  
2289817	881190	9113630	 BOM BOCADO MAIA JARDIM                  	                                                  
2289825	881203	9113630	 BOM BOCADO OVAR                         	                                                  
2289833	881209	9113630	 BOM BOCADO MASSARELOS                   	                                                  
2289841	881232	9113630	 BOM BOCADO AMADORA                      	                                                  
2289858	881250	9113630	 BOM BOCADO AVEIRO                       	                                                  
2289866	888024	9113648	 BOOK IT MARCO CANAVESES                 	                                                  
2289874	888036	9113648	 BOOK IT CHAVES                          	                                                  
2289882	888087	9113648	 BOOK IT TOMAR                           	                                                  
2289890	888198	9113648	 OIA TOMAR                               	                                                  
2289908	888345	9113648	 BOOK IT ABRANTES                        	                                                  
2289916	888510	9113648	 BAZAR VALE CAMBRA                       	                                                  
2289924	888706	9113648	 OIA NAZARE                              	                                                  
2289932	888750	9113648	 DEL GARDEN COIMBRA                      	                                                  
2289940	881164	9113648	 BOOK IT VALONGO                         	                                                  
2289957	881165	9113648	 BOOK IT RIO TINTO                       	                                                  
2289965	881166	9113648	 BOOK IT RIA SHOPPING OLHAO              	                                                  
2289973	881167	9113648	 BOOK IT MAIA VIVACI                     	                                                  
2289981	881168	9113648	 BOOK IT TAVIRA                          	                                                  
2289999	881173	9113648	 BOOK IT PACOS DE FERREIRA               	                                                  
2290005	881174	9113648	 BOOK IT DOLCE VITA TEJO                 	                                                  
2290013	881182	9113648	 PETS E PLANTS RIO TINTO                 	                                                  
2290021	881199	9113648	 BOOK IT OVAR                            	                                                  
2290039	881200	9113648	 PETS E PLANTS OVAR                      	                                                  
2290047	881227	9113648	 BOOK IT ESPACO GUIMARAES                	                                                  
2290054	881247	9113648	 BOOK IT TORRES NOVAS                    	                                                  
2290062	881118	9113614	 OPTICA VISEU                            	                                                  
2290070	881202	9113614	 OPTICA TAVIRA                           	                                                  
2290088	881205	9113614	 OPTICA VILA REAL                        	                                                  
2290096	881210	9113614	 OPTICA CALDAS RAINHA                    	                                                  
2290104	881212	9113614	 OPTICA MONTIJO                          	                                                  
2290112	881253	9113614	 OPTICA COVILHA                          	                                                  
2290120	222254	9113614	 OPTICA FERRARA PLAZA                    	                                                  
2290138	881256	9113614	 OPTICA MAIA JARDIM                      	                                                  
2290146	881261	9113614	 OPTICA MATOSINHOS                       	                                                  
2290153	881262	9113614	 OPTICA VIANA DO CASTELO                 	                                                  
2293785	0	9113697	 SPORTZONE RSF                           	                                                  
2293793	0	9113697	 SPORTZONE SEDE                          	                                                  
2293801	2293801	9113697	 SPORTZONE CETELEM TESTE                 	                                                  
2293819	0	9113697	 KANGURU EVENTOS SPORT ZONE              	                                                  
2293827	992094	9113465	 WORTEN SEDE SONAE                       	                                                  
2293835	992096	9113465	 WORTEN MONTELAVAR                       	                                                  
2293843	222097	9113465	 WORTEN NA MINHO CENTER                  	                                                  
2293850	992098	9113465	 WORTEN MINHO CENTER                     	                                                  
2293868	992100	9113465	 WORTEN POMBAL                           	                                                  
2293876	0	9113465	 WORTEN RSF                              	                                                  
2293884	0	9113465	 WORTEN SEDE                             	                                                  
2293892	9315	9113465	 WORTEN CETELEM TESTE                    	                                                  
2293900	7654061	9113465	 TORRES TESTES MATOSINHOS                	                                                  
2293918	0	9113465	 WORTEN COLABORADORES                    	                                                  
2293926	0	9113465	 WORTEN MAGARENHA VISEU BP               	                                                  
2293934	0	9113481	 VOBIS SEIXAL                            	                                                  
2293942	992095	9113705	 WORTEN MOBILE SETE RIOS                 	                                                  
2293959	992099	9113705	 WORTEN MOBILE FORUM MONTIJO             	                                                  
2293967	0	9113499	 VOBIS TORRES NOVAS BP                   	                                                  
2293975	0	9113499	 VOBIS RSF                               	                                                  
2293983	0	9113499	 VOBIS SEDE                              	                                                  
2293991	2293991	9113499	 VOBIS CETELEM TESTE                     	                                                  
2294007	0	9113499	 VOBIS COLABORADORES - VOBIS             	                                                  
